266	         0                0                0
267	         -0.395842                0.0559735                0.882766
268	         -0.399225                0.0512238                0.902702
269	         -0.468107                0.0687012                0.931944
270	         -0.408642                0.106164                0.956169
271	         -0.407664                0.119008                0.957299
272	         -0.441239                0.077081                0.956269
273	         -0.423646                0.0752194                1.08626
274	         -0.429608                0.0775452                1.02117
275	         -0.416816                0.0806366                1.20688
276	         -0.421127                0.0835469                1.19794
277	         -0.411879                0.0859438                1.26595
278	         -0.402399                0.0860441                1.37416
279	         -0.380739                0.11981                0.904128
280	         -0.398078                0.159332                0.930973
281	         -0.370265                0.133039                0.877182
282	         -0.570943                0.134286                0.69275
283	         -0.376142                0.157566                0.871109
284	         -0.628895                0.11362                0.774038
285	         -0.548313                0.0843411                1.21435
286	         -0.357372                0.174206                0.930824
287	         -0.509111                0.0885213                1.55114
288	         -0.616034                0.149485                0.686523
289	         -0.682753                0.090352                0.863911
290	         -0.391169                0.140469                2.12909
291	         -0.653671                0.154909                0.736495
292	         -0.372699                0.117303                2.22029
293	         -0.669246                0.0894082                1.20012
294	         -0.363247                0.237107                1.11046
295	         -0.408352                0.114427                2.48611
296	         -0.453457                -0.0082526                3.86176
297	         5.59858                -0.265994                -69.6407
298	         -0.527126                0.0704575                0.172216
299	         -0.420491                0.119456                2.78052
300	         -0.35703                0.125823                2.22842
301	         -0.357184                0.11871                2.30625
302	         -0.357062                0.117498                2.29894
303	         -0.353405                0.120475                2.35731
304	         -0.370566                0.129778                2.3763
305	         -0.383404                0.135138                2.40887
306	         -0.338708                0.123479                2.55951
307	         -0.349237                0.138119                2.55394
308	         -0.33608                0.139992                2.61642
309	         -0.353762                0.14504                2.67904
310	         -0.333719                0.134699                2.76373
311	         -0.347396                0.167209                2.78951
312	         -0.337286                0.139309                2.91404
313	         -0.329309                0.160624                2.95177
314	         -0.337603                0.179254                3.00063
315	         -0.332071                0.14489                3.07712
316	         -0.319478                0.113897                3.16708
317	         -0.301797                0.144352                3.23035
318	         -0.333583                0.186521                3.25811
319	         -0.318815                0.157771                3.33325
320	         -0.313985                0.177139                3.40194
