266			-0.0288607
267			-0.0177304
268			-0.017932
269			-0.0170897
270			-0.0157591
271			-0.0150866
272			-0.0165796
273			-0.0240696
274			-0.0226488
275			-0.0236558
276			-0.023582
277			-0.0240169
278			-0.0239647
279			-0.0198804
280			-0.0105876
281			-0.0185053
282			-0.0231072
283			-0.0135305
284			-0.0223459
285			-0.0187588
286			-0.0225198
287			-0.0157667
288			-0.0243181
289			-0.0161762
290			-0.0293362
291			-0.0223326
292			-0.0210677
293			-0.0150922
294			0.00120346
295			-0.0195209
296			-0.0402453
297			-0.297183
298			-0.0222742
299			-0.0187728
300			-0.0218913
301			-0.0212022
302			-0.0211359
303			-0.0208483
304			-0.0213299
305			-0.0217788
306			-0.0226817
307			-0.022608
308			-0.0226708
309			-0.023022
310			-0.0230266
311			-0.0227492
312			-0.0242096
313			-0.0239049
314			-0.0246941
315			-0.024318
316			-0.0253897
317			-0.0258295
318			-0.0251752
319			-0.0249027
320			-0.025242
321			-0.0252767
322			-0.0255443
323			-0.0260221
324			-0.0263166
325			-0.0266112
326			-0.0267727
327			-0.0290855
328			-0.026426
329			-0.027022
330			-0.0259747
331			-0.0266989
332			-0.023869
333			-0.0191599
334			-0.0206041
335			-0.0195307
336			-0.0210791
337			-0.0304231
338			-0.0284998
339			-0.0139187
340			-0.0315372
341			-0.0307864
342			-0.0313032
343			-0.0304937
344			-0.0330373
345			-0.0355809
346			-0.0381245
347			-0.0353659
348			-0.0326073
349			-0.0298487
350			-0.0270901
351			-0.0243315
352			-0.0329689
353			-0.0331713
354			-0.0359207
355			-0.0338387
356			-0.0275196
357			-0.0391322
358			-0.0359881
359			-0.0366334
360			-0.0372787
361			-0.0386516
362			-0.0379001
363			-0.032268
364			-0.0401658
365			-0.0409209
366			-0.0401979
367			-0.031323
368			-0.022448
369			-0.0399468
370			-0.0574455
371			-0.0380491
372			-0.0186526
373			0.000743822
374			0.0201403
375			-0.0418674
376			-0.103875
377			-0.0397682
378			-0.0434985
379			-0.0471745
380			-0.0508505
381			-0.0545266
382			-0.0582026
383			-0.0618786
384			-0.041211
385			-0.0510187
386			-0.0446564
387			-0.0469574
388			-0.045265
389			-0.0460602
390			-0.046145
391			-0.0481845
392			-0.0475294
393			-0.0470986
394			-0.0472798
395			-0.0476854
396			-0.0523929
397			-0.048332
398			-0.0474229
399			-0.0476678
400			-0.0480253
401			-0.0458678
402			-0.0520173
403			-0.0498709
404			-0.0522122
405			-0.0504627
406			-0.0540971
407			-0.0598663
408			-0.0553037
409			-0.0495871
410			-0.0589889
411			-0.0578085
412			-0.0593503
413			-0.0613344
414			-0.0538924
415			-0.0597226
416			-0.0628515
417			-0.0504991
418			-0.0550587
419			-0.0496505
420			-0.0526549
421			-0.052341
422			-0.0510432
423			-0.0521067
424			-0.0516497
425			-0.0535177
426			-0.0522621
427			-0.0525996
428			-0.0520085
429			-0.051637
