657			-0.00043589
658			7.21907e-005
659			-0.000374192
660			-0.000696219
661			-0.00144687
662			-0.000961958
663			-0.0011902
664			-0.00136828
665			-0.00149596
666			-0.00300134
667			-0.00174529
668			-0.0021355
669			-0.00270854
670			-0.00327637
671			-0.00264806
672			-0.00471694
673			-0.002933
674			-0.00338316
675			-0.00408442
676			-0.00354057
677			-0.00151957
678			-0.00496557
679			-0.00335693
680			-0.00123977
681			-0.00343718
682			-0.00407041
683			-0.00133407
684			-0.00739726
685			-0.00408275
686			-0.00617367
687			-0.00747973
688			-0.00468724
689			0.00114829
690			-0.00703897
691			-0.00499024
692			-0.0043669
693			-0.0116404
694			-0.0106472
695			-0.00965399
696			-0.00420453
697			-0.00515871
698			-0.00273508
699			-0.00426486
700			-0.00746525
701			-0.00661506
702			-0.00336994
703			-0.00565731
704			-0.00794467
705			-0.00325209
706			-0.00332155
707			-0.00261013
708			-0.0018987
709			-0.00429435
710			-0.00285628
711			-0.00275335
712			-0.0028685
713			-0.00354902
714			-0.00422954
715			-0.00491006
716			-0.00559058
717			-0.00658769
718			-0.00314007
719			0.000307562
720			-0.00141005
721			-0.00497085
722			-0.00253158
723			-0.00231115
724			-0.00781863
725			-0.00238707
726			-0.00480572
727			-0.00700676
728			-0.00571059
729			-0.00523692
730			-0.00360637
731			-0.0045503
732			-0.00549423
733			-0.00643816
734			-0.00738209
735			-0.00832602
736			-0.00926995
737			-0.0102139
738			-0.0111578
739			-0.0121017
740			-0.00547703
741			0.00114768
742			0.00777239
743			0.0143971
744			0.0210218
745			0.0276465
746			0.0342712
747			0.0408959
748			0.0475206
749			0.0541453
750			0.06077
751			0.0673948
752			0.0740195
753			0.0806442
754			0.0872689
755			-0.00330127
756			-0.0938714
757			-0.184442
758			-0.275012
759			-0.365582
760			-0.456152
761			-0.546722
762			-0.637292
763			-0.727862
764			-0.818433
765			-0.909003
766			-0.999573
767			-1.09014
768			-1.18071
769			-1.27128
770			0.00548458
771			1.28225
772			2.55902
773			3.83579
774			5.11256
775			6.38932
776			7.66609
777			8.94286
778			10.2196
779			-0.00215909
780			-10.2239
781			-20.4457
782			-30.6675
783			-40.8893
784			-51.1111
785			-61.3329
786			-71.5547
787			-81.7765
788			0.00192202
789			81.7803
790			163.559
791			245.337
792			0.000241139
793			-0.00476194
794			-0.00976502
795			0.000965914
796			-6.76273e-005
797			-0.00110117
798			-0.00213471
799			-0.00316825
800			-0.00420179
801			-0.00523533
802			-0.00626887
803			-0.00730241
804			-0.00833595
805			-0.0093695
806			-0.010403
807			-0.0114366
808			-0.0124701
809			-0.0135037
810			-0.0145372
811			-0.0155707
812			-0.0166043
813			-0.0176378
814			-0.0186714
815			-0.0197049
816			-0.0207384
817			-0.021772
818			-0.0228055
819			-0.0238391
820			-0.0248726
821			-0.0259061
822			-0.0269397
823			-0.0279732
824			-0.0290068
825			-0.0300403
826			-0.0310739
827			-0.0321074
828			-0.0331409
829			-0.0341745
830			-0.035208
831			-0.00290981
832			0.0293884
833			0.0616866
834			0.0939848
835			0.126283
836			0.158581
837			-0.00258433
838			-0.16375
839			-0.324915
840			-0.486081
841			-0.647247
842			-0.00281648
843			0.641614
844			1.28604
845			1.93047
846			2.5749
847			3.21933
848			3.86376
849			4.50819
850			5.15262
851			5.79706
852			6.44149
853			7.08592
854			7.73035
855			8.37478
856			9.01921
857			9.66364
858			10.3081
859			10.9525
860			11.5969
861			12.2414
862			12.8858
863			13.5302
864			14.1746
865			14.8191
866			15.4635
867			16.1079
868			16.7524
869			17.3968
870			18.0412
871			18.6857
872			19.3301
873			19.9745
874			20.6189
875			21.2634
876			21.9078
877			22.5522
878			23.1967
879			23.8411
880			24.4855
881			25.13
882			25.7744
883			26.4188
884			-0.00271658
885			-26.4243
886			-52.8458
887			-79.2673
888			-105.689
889			-132.11
890			-158.532
891			-184.953
892			-211.375
893			-237.797
894			-264.218
895			-290.64
896			-317.061
897			-343.483
898			-369.904
899			-396.326
900			-422.747
901			-0.00563681
902			422.736
903			845.478
904			1268.22
905			1690.96
906			2113.7
907			2536.44
908			2959.19
909			3381.93
910			3804.67
911			4227.41
912			4650.15
913			5072.89
914			5495.64
915			5918.38
916			6341.12
917			6763.86
918			7186.6
919			7609.34
920			8032.09
921			8454.83
922			8877.57
923			9300.31
924			9723.05
925			-0.00420055
926			-0.00644573
927			-0.0086909
928			-0.0109361
929			-0.0131812
930			-0.0154264
931			-0.0176716
932			-0.00425179
933			0.00916801
934			0.0225878
935			0.0360076
936			0.0494274
937			0.0628472
938			0.076267
939			0.0896868
940			0.103107
