657			-0.00426165			-0.00043589			-0.00245748	
658			-0.00349234			7.21907e-005			0.00251443	
659			-0.00272094			-0.000374192			-0.000995431	
660			-0.00296755			-0.000696219			0.00172586	
661			-0.00321446			-0.00144687			-0.00285319	
662			-0.00247845			-0.000961958			-0.0068593	
663			-0.00307732			-0.0011902			-0.00599373	
664			-0.002555			-0.00136828			-0.00734464	
665			-0.00374037			-0.00149596			0.00373197	
666			-0.00410336			-0.00300134			-0.00392057	
667			-0.00252142			-0.00174529			-0.00599626	
668			-0.00290489			-0.0021355			-0.00457802	
669			-0.0032788			-0.00270854			-0.00233004	
670			-0.00325853			-0.00327637			-0.00166674	
671			-0.00382853			-0.00264806			0.00600109	
672			-0.00484171			-0.00471694			-0.00419049	
673			-0.00434841			-0.002933			-0.00418666	
674			-0.00642165			-0.00338316			-0.0058438	
675			-0.00281269			-0.00408442			-0.00236858	
676			-0.00266538			-0.00354057			-0.00403837	
677			-0.00532264			-0.00151957			-0.00772279	
678			-0.00254771			-0.00496557			-0.00154685	
679			-0.00506221			-0.00335693			-0.00489679	
680			-0.00662903			-0.00123977			-0.00986194	
681			-0.00537755			-0.00343718			-0.00580413	
682			-0.00433537			-0.00407041			0.00915142	
683			-0.00657316			-0.00133407			-0.00981909	
684			-0.00558823			-0.00739726			0.00888003	
685			-0.0077015			-0.00408275			-0.0100707	
686			-0.000177051			-0.00617367			0.00106394	
687			-0.00332283			-0.00747973			-0.00315801	
688			-0.00485397			-0.00468724			0.0138794	
689			-0.00768902			0.00114829			-0.00458975	
690			-0.00222359			-0.00703897			-0.0035019	
691			-0.00736058			-0.00499024			-0.0107921	
692			-0.00684797			-0.0043669			-0.0103852	
693			-0.00426572			-0.0116404			-0.00833651	
694			-0.00460307			-0.0106472			-0.00828491	
695			-0.00494043			-0.00965399			-0.00823331	
696			-0.00719275			-0.00420453			-0.00589529	
697			-0.00559624			-0.00515871			0.00852291	
698			-0.00834283			-0.00273508			-0.0163145	
699			-0.0081966			-0.00426486			-0.00621742	
700			-0.00416054			-0.00746525			-0.00836385	
701			-0.00743729			-0.00661506			-0.012762	
702			-0.00899342			-0.00336994			-0.0167702	
703			-0.00431269			-0.00565731			0.00732205	
704			0.000368035			-0.00794467			0.0314143	
705			-0.00903074			-0.00325209			-0.0162806	
706			-0.00735495			-0.00332155			-0.0153627	
707			-0.00964212			-0.00261013			-0.0159836	
708			-0.0119293			-0.0018987			-0.0166046	
709			-0.00555169			-0.00429435			-0.0131747	
710			-0.00689781			-0.00285628			-0.0152668	
711			-0.00956625			-0.00275335			-0.0168433	
712			-0.00695107			-0.0028685			-0.0105212	
713			-0.00893578			-0.00354902			-0.0154597	
714			-0.0109205			-0.00422954			-0.0203981	
715			-0.0129052			-0.00491006			-0.0253365	
716			-0.0148899			-0.00559058			-0.0302749	
717			-0.00631811			-0.00658769			-0.00873456	
718			-0.00844793			-0.00314007			-0.0113181	
719			-0.0105778			0.000307562			-0.0139017	
720			-0.00862737			-0.00141005			-0.00988986	
721			-0.00841029			-0.00497085			-0.0133332	
722			-0.00412406			-0.00253158			-0.00697298	
723			-0.0066781			-0.00231115			0.000729799	
724			-0.00585441			-0.00781863			-0.00679282	
725			-0.00886956			-0.00238707			-0.0141257	
726			-0.00982518			-0.00480572			-0.0135308	
727			-0.00397331			-0.00700676			-0.00581533	
728			-0.00853542			-0.00571059			-0.0119867	
729			-0.00749061			-0.00523692			-0.00732217	
730			-0.00753664			-0.00360637			-0.00731016	
731			-0.00612335			-0.0045503			-0.00460116	
732			-0.00471005			-0.00549423			-0.00189216	
733			-0.00329676			-0.00643816			0.000816841	
734			-0.00188347			-0.00738209			0.00352584	
735			-0.000470172			-0.00832602			0.00623485	
736			0.000943123			-0.00926995			0.00894385	
737			0.00235642			-0.0102139			0.0116529	
738			0.00376971			-0.0111578			0.0143619	
739			0.00518301			-0.0121017			0.0170709	
740			-0.00793857			-0.00547703			-0.00912974	
741			-0.0210601			0.00114768			-0.0353303	
742			-0.0341817			0.00777239			-0.0615309	
743			-0.0473033			0.0143971			-0.0877315	
744			-0.0604249			0.0210218			-0.113932	
745			-0.0735465			0.0276465			-0.140133	
746			-0.086668			0.0342712			-0.166333	
747			-0.0997896			0.0408959			-0.192534	
748			-0.112911			0.0475206			-0.218735	
749			-0.126033			0.0541453			-0.244935	
750			-0.139154			0.06077			-0.271136	
751			-0.152276			0.0673948			-0.297336	
752			-0.165397			0.0740195			-0.323537	
753			-0.178519			0.0806442			-0.349738	
754			-0.191641			0.0872689			-0.375938	
755			-0.0102079			-0.00330127			-0.0146329	
756			0.171225			-0.0938714			0.346672	
757			0.352657			-0.184442			0.707977	
758			0.53409			-0.275012			1.06928	
759			0.715523			-0.365582			1.43059	
760			0.896956			-0.456152			1.79189	
761			1.07839			-0.546722			2.1532	
762			1.25982			-0.637292			2.5145	
763			1.44125			-0.727862			2.87581	
764			1.62269			-0.818433			3.23711	
765			1.80412			-0.909003			3.59842	
766			1.98555			-0.999573			3.95972	
767			2.16698			-1.09014			4.32103	
768			2.34842			-1.18071			4.68233	
769			2.52985			-1.27128			5.04364	
770			-0.00743764			0.00548458			-0.0138778	
771			-2.54473			1.28225			-5.0714	
772			-5.08201			2.55902			-10.1289	
773			-7.6193			3.83579			-15.1864	
774			-10.1566			5.11256			-20.2439	
775			-12.6939			6.38932			-25.3015	
776			-15.2312			7.66609			-30.359	
777			-17.7685			8.94286			-35.4165	
778			-20.3057			10.2196			-40.474	
779			-0.00378678			-0.00215909			-0.0105981	
780			20.2982			-10.2239			40.4528	
781			40.6001			-20.4457			80.9162	
782			60.9021			-30.6675			121.38	
783			81.204			-40.8893			161.843	
784			101.506			-51.1111			202.306	
785			121.808			-61.3329			242.77	
786			142.11			-71.5547			283.233	
787			162.412			-81.7765			323.697	
788			-0.00230257			0.00192202			-0.0108703	
789			-162.416			81.7803			-323.718	
790			-324.831			163.559			-647.426	
791			-487.245			245.337			-971.134	
792			-0.00328774			0.000241139			-0.0101786	
793			-0.000718944			-0.00476194			-0.00743437	
794			0.00184986			-0.00976502			-0.00469011	
795			-0.00167935			0.000965914			-0.00556531	
796			-0.000836638			-6.76273e-005			-0.00770026	
797			6.07016e-006			-0.00110117			-0.00983522	
798			0.000848778			-0.00213471			-0.0119702	
799			0.00169149			-0.00316825			-0.0141051	
800			0.00253419			-0.00420179			-0.0162401	
801			0.0033769			-0.00523533			-0.018375	
802			0.00421961			-0.00626887			-0.02051	
803			0.00506232			-0.00730241			-0.022645	
804			0.00590503			-0.00833595			-0.0247799	
805			0.00674774			-0.0093695			-0.0269149	
806			0.00759044			-0.010403			-0.0290498	
807			0.00843315			-0.0114366			-0.0311848	
808			0.00927586			-0.0124701			-0.0333197	
809			0.0101186			-0.0135037			-0.0354547	
810			0.0109613			-0.0145372			-0.0375896	
811			0.011804			-0.0155707			-0.0397246	
812			0.0126467			-0.0166043			-0.0418596	
813			0.0134894			-0.0176378			-0.0439945	
