814			0.0143321			-0.0186714			-0.0461295	
815			0.0151748			-0.0197049			-0.0482644	
816			0.0160175			-0.0207384			-0.0503994	
817			0.0168602			-0.021772			-0.0525343	
818			0.0177029			-0.0228055			-0.0546693	
819			0.0185457			-0.0238391			-0.0568042	
820			0.0193884			-0.0248726			-0.0589392	
821			0.0202311			-0.0259061			-0.0610742	
822			0.0210738			-0.0269397			-0.0632091	
823			0.0219165			-0.0279732			-0.0653441	
824			0.0227592			-0.0290068			-0.067479	
825			0.0236019			-0.0300403			-0.069614	
826			0.0244446			-0.0310739			-0.0717489	
827			0.0252873			-0.0321074			-0.0738839	
828			0.02613			-0.0331409			-0.0760188	
829			0.0269727			-0.0341745			-0.0781538	
830			0.0278154			-0.035208			-0.0802888	
831			-0.00376307			-0.00290981			0.0358092	
832			-0.0353416			0.0293884			0.151907	
833			-0.0669201			0.0616866			0.268005	
834			-0.0984986			0.0939848			0.384103	
835			-0.130077			0.126283			0.500201	
836			-0.161656			0.158581			0.616299	
837			-0.00327243			-0.00258433			0.0219504	
838			0.155111			-0.16375			-0.572398	
839			0.313494			-0.324915			-1.16675	
840			0.471877			-0.486081			-1.7611	
841			0.63026			-0.647247			-2.35545	
842			-0.00210227			-0.00281648			0.027176	
843			-0.634465			0.641614			2.4098	
844			-1.26683			1.28604			4.79242	
845			-1.89919			1.93047			7.17504	
846			-2.53155			2.5749			9.55766	
847			-3.16392			3.21933			11.9403	
848			-3.79628			3.86376			14.3229	
849			-4.42864			4.50819			16.7055	
850			-5.061			5.15262			19.0881	
851			-5.69337			5.79706			21.4708	
852			-6.32573			6.44149			23.8534	
853			-6.95809			7.08592			26.236	
854			-7.59046			7.73035			28.6186	
855			-8.22282			8.37478			31.0012	
856			-8.85518			9.01921			33.3839	
857			-9.48754			9.66364			35.7665	
858			-10.1199			10.3081			38.1491	
859			-10.7523			10.9525			40.5317	
860			-11.3846			11.5969			42.9144	
861			-12.017			12.2414			45.297	
862			-12.6494			12.8858			47.6796	
863			-13.2817			13.5302			50.0622	
864			-13.9141			14.1746			52.4448	
865			-14.5464			14.8191			54.8275	
866			-15.1788			15.4635			57.2101	
867			-15.8112			16.1079			59.5927	
868			-16.4435			16.7524			61.9753	
869			-17.0759			17.3968			64.3579	
870			-17.7083			18.0412			66.7406	
871			-18.3406			18.6857			69.1232	
872			-18.973			19.3301			71.5058	
873			-19.6053			19.9745			73.8884	
874			-20.2377			20.6189			76.271	
875			-20.8701			21.2634			78.6537	
876			-21.5024			21.9078			81.0363	
877			-22.1348			22.5522			83.4189	
878			-22.7672			23.1967			85.8015	
879			-23.3995			23.8411			88.1842	
880			-24.0319			24.4855			90.5668	
881			-24.6642			25.13			92.9494	
882			-25.2966			25.7744			95.332	
883			-25.929			26.4188			97.7146	
884			-0.00199202			-0.00271658			0.0324472	
885			25.925			-26.4243			-97.6497	
886			51.852			-52.8458			-195.332	
887			77.779			-79.2673			-293.014	
888			103.706			-105.689			-390.696	
889			129.633			-132.11			-488.379	
890			155.56			-158.532			-586.061	
891			181.487			-184.953			-683.743	
892			207.414			-211.375			-781.425	
893			233.341			-237.797			-879.107	
894			259.268			-264.218			-976.789	
895			285.195			-290.64			-1074.47	
896			311.122			-317.061			-1172.15	
897			337.049			-343.483			-1269.84	
898			362.976			-369.904			-1367.52	
899			388.903			-396.326			-1465.2	
900			414.83			-422.747			-1562.88	
901			-0.000426027			-0.00563681			0.0403556	
902			-414.831			422.736			1562.96	
903			-829.661			845.478			3125.89	
904			-1244.49			1268.22			4688.81	
905			-1659.32			1690.96			6251.73	
906			-2074.15			2113.7			7814.66	
907			-2488.98			2536.44			9377.58	
908			-2903.81			2959.19			10940.5	
909			-3318.64			3381.93			12503.4	
910			-3733.47			3804.67			14066.3	
911			-4148.3			4227.41			15629.3	
912			-4563.13			4650.15			17192.2	
913			-4977.96			5072.89			18755.1	
914			-5392.79			5495.64			20318	
915			-5807.62			5918.38			21881	
916			-6222.45			6341.12			23443.9	
917			-6637.28			6763.86			25006.8	
918			-7052.11			7186.6			26569.7	
919			-7466.94			7609.34			28132.7	
920			-7881.77			8032.09			29695.6	
921			-8296.6			8454.83			31258.5	
922			-8711.43			8877.57			32821.4	
923			-9126.26			9300.31			34384.3	
924			-9541.09			9723.05			35947.3	
925			-0.0060292			-0.00420055			0.0383575	
926			-0.00284971			-0.00644573			0.0328179	
927			0.000329774			-0.0086909			0.0272783	
928			0.00350926			-0.0109361			0.0217388	
929			0.00668875			-0.0131812			0.0161992	
930			0.00986823			-0.0154264			0.0106596	
931			0.0130477			-0.0176716			0.00511997	
932			-0.00168736			-0.00425179			0.0377335	
933			-0.0164224			0.00916801			0.070347	
934			-0.0311575			0.0225878			0.102961	
935			-0.0458926			0.0360076			0.135574	
936			-0.0606277			0.0494274			0.168188	
937			-0.0753628			0.0628472			0.200801	
938			-0.0900978			0.076267			0.233415	
939			-0.104833			0.0896868			0.266028	
940			-0.119568			0.103107			0.298642	
